CARRIER,DEST,DISTANCE,FL_DATE,ORIGIN,DAY_WEEK,Flight Status,,,,,,
DH,EWR,213,05-01-04,IAD,1,delayed,,,,,,
DH,EWR,213,05-01-04,IAD,1,delayed,,,,,,
DH,EWR,213,05-01-04,IAD,1,delayed,,,,,,
DH,EWR,213,05-01-04,IAD,1,delayed,,,,,,
DH,EWR,213,05-01-04,IAD,1,ontime,,,,,,
RU,EWR,199,05-01-04,DCA,1,ontime,,,,,,
RU,EWR,199,05-01-04,DCA,1,delayed,,,,,,
RU,EWR,213,05-01-04,IAD,1,delayed,,,,,,
RU,EWR,199,05-01-04,DCA,1,ontime,,,,,,
RU,EWR,213,05-01-04,IAD,1,ontime,,,,,,
RU,EWR,199,05-01-04,DCA,1,delayed,,,,,,
RU,EWR,199,05-01-04,DCA,1,delayed,,,,,,
RU,EWR,213,05-01-04,IAD,1,delayed,,,,,,
RU,EWR,213,05-01-04,IAD,1,ontime,,,,,,
RU,EWR,199,05-01-04,DCA,1,delayed,,,,,,
OH,JFK,184,06-01-04,BWI,2,ontime,,,,,,
DH,LGA,229,06-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,06-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,06-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,06-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,06-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,06-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,06-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,06-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,06-01-04,IAD,2,ontime,,,,,,
DH,JFK,228,06-01-04,IAD,2,delayed,,,,,,
DH,JFK,228,06-01-04,IAD,2,delayed,,,,,,
DH,JFK,228,06-01-04,IAD,2,ontime,,,,,,
DH,LGA,229,06-01-04,IAD,2,ontime,,,,,,
DL,JFK,213,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
DL,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,JFK,213,06-01-04,DCA,2,ontime,,,,,,
MQ,JFK,213,06-01-04,DCA,2,ontime,,,,,,
MQ,JFK,213,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,delayed,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
MQ,LGA,214,06-01-04,DCA,2,ontime,,,,,,
UA,LGA,229,06-01-04,IAD,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
US,LGA,214,06-01-04,DCA,2,ontime,,,,,,
RU,EWR,169,06-01-04,BWI,2,ontime,,,,,,
RU,EWR,169,06-01-04,BWI,2,delayed,,,,,,
RU,EWR,169,06-01-04,BWI,2,ontime,,,,,,
RU,EWR,169,06-01-04,BWI,2,ontime,,,,,,
CO,EWR,199,06-01-04,DCA,2,delayed,,,,,,
CO,EWR,199,06-01-04,DCA,2,ontime,,,,,,
CO,EWR,199,06-01-04,DCA,2,delayed,,,,,,
CO,EWR,199,06-01-04,DCA,2,ontime,,,,,,
DH,EWR,213,06-01-04,IAD,2,ontime,,,,,,
DH,EWR,213,06-01-04,IAD,2,ontime,,,,,,
DH,EWR,213,06-01-04,IAD,2,ontime,,,,,,
DH,EWR,213,06-01-04,IAD,2,ontime,,,,,,
DH,EWR,213,06-01-04,IAD,2,ontime,,,,,,
DH,EWR,213,06-01-04,IAD,2,ontime,,,,,,
RU,EWR,199,06-01-04,DCA,2,delayed,,,,,,
RU,EWR,199,06-01-04,DCA,2,ontime,,,,,,
RU,EWR,213,06-01-04,IAD,2,delayed,,,,,,
RU,EWR,213,06-01-04,IAD,2,ontime,,,,,,
RU,EWR,213,06-01-04,IAD,2,ontime,,,,,,
RU,EWR,199,06-01-04,DCA,2,delayed,,,,,,
RU,EWR,213,06-01-04,IAD,2,ontime,,,,,,
RU,EWR,199,06-01-04,DCA,2,ontime,,,,,,
RU,EWR,213,06-01-04,IAD,2,ontime,,,,,,
RU,EWR,199,06-01-04,DCA,2,ontime,,,,,,
RU,EWR,199,06-01-04,DCA,2,ontime,,,,,,
OH,JFK,184,07-01-04,BWI,3,ontime,,,,,,
DH,JFK,213,07-01-04,DCA,3,ontime,,,,,,
DH,LGA,229,07-01-04,IAD,3,ontime,,,,,,
DH,LGA,229,07-01-04,IAD,3,ontime,,,,,,
DH,LGA,229,07-01-04,IAD,3,delayed,,,,,,
DH,LGA,229,07-01-04,IAD,3,ontime,,,,,,
DH,LGA,229,07-01-04,IAD,3,ontime,,,,,,
DH,JFK,228,07-01-04,IAD,3,ontime,,,,,,
DH,JFK,228,07-01-04,IAD,3,ontime,,,,,,
DH,JFK,228,07-01-04,IAD,3,ontime,,,,,,
DH,JFK,228,07-01-04,IAD,3,ontime,,,,,,
DH,JFK,228,07-01-04,IAD,3,delayed,,,,,,
DH,JFK,228,07-01-04,IAD,3,ontime,,,,,,
DH,JFK,228,07-01-04,IAD,3,ontime,,,,,,
DL,JFK,213,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
DL,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,JFK,213,07-01-04,DCA,3,ontime,,,,,,
MQ,JFK,213,07-01-04,DCA,3,ontime,,,,,,
MQ,JFK,213,07-01-04,DCA,3,delayed,,,,,,
MQ,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,LGA,214,07-01-04,DCA,3,ontime,,,,,,
MQ,LGA,214,07-01-04,DCA,3,delayed,,,,,,
MQ,LGA,214,07-01-04,DCA,3,delayed,,,,,,
MQ,LGA,214,07-01-04,DCA,3,delayed,,,,,,
UA,LGA,229,07-01-04,IAD,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,delayed,,,,,,
US,LGA,214,07-01-04,DCA,3,delayed,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
US,LGA,214,07-01-04,DCA,3,delayed,,,,,,
US,LGA,214,07-01-04,DCA,3,ontime,,,,,,
